leave_out_task,n_tasks,method,loss,selected_features,split
"(98107,)",10,shat-poly,272.037122834988,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98136,)",10,shat-poly,268.3638302411654,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98178,)",10,shat-poly,247.82542190132386,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98030,)",10,shat-poly,340.06848270813157,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98177,)",10,shat-poly,380.1204366758144,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98166,)",10,shat-poly,292.2000067296169,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98022,)",10,shat-poly,308.24664060047564,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98105,)",10,shat-poly,468.4038842398725,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98045,)",10,shat-poly,306.1575325056422,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98002,)",10,shat-poly,314.3641174408494,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98077,)",10,shat-poly,314.0247995450398,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98011,)",10,shat-poly,238.8908397802564,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98019,)",10,shat-poly,333.2887224351245,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98108,)",10,shat-poly,250.49221046764708,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98119,)",10,shat-poly,436.7371725231914,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98005,)",10,shat-poly,325.4894026849871,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98007,)",10,shat-poly,254.31954363687484,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98188,)",10,shat-poly,301.9674873248772,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98032,)",10,shat-poly,271.3739076444518,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98014,)",10,shat-poly,333.14179611727167,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98070,)",10,shat-poly,322.91082019413716,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98109,)",10,shat-poly,468.47635901552593,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98102,)",10,shat-poly,584.4712492555965,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98010,)",10,shat-poly,327.1930219479507,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98024,)",10,shat-poly,398.43067360546763,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98148,)",10,shat-poly,215.76330635362675,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
"(98039,)",10,shat-poly,1324.737615222459,"['bedrooms', 'bathrooms', 'sqft_living', 'sqft_lot', 'floors', 'view', 'grade', 'sqft_above', 'sqft_basement']",
training_set,10,shat-poly,300.52239487733897,,train
"(98133,)",10,sgreedy-poly,202.14280243340303,"['bathrooms', 'condition', 'sqft_basement']",
"(98059,)",10,sgreedy-poly,219.3775574287541,"['bathrooms', 'condition', 'sqft_basement']",
"(98058,)",10,sgreedy-poly,322.62785794904727,"['bathrooms', 'condition', 'sqft_basement']",
"(98155,)",10,sgreedy-poly,345.4716393613823,"['bathrooms', 'condition', 'sqft_basement']",
"(98074,)",10,sgreedy-poly,247.84570414223398,"['bathrooms', 'condition', 'sqft_basement']",
"(98033,)",10,sgreedy-poly,470.72165275746613,"['bathrooms', 'condition', 'sqft_basement']",
"(98027,)",10,sgreedy-poly,262.9450561919721,"['bathrooms', 'condition', 'sqft_basement']",
"(98125,)",10,sgreedy-poly,256.12649507654754,"['bathrooms', 'condition', 'sqft_basement']",
"(98056,)",10,sgreedy-poly,280.1002991100439,"['bathrooms', 'condition', 'sqft_basement']",
"(98053,)",10,sgreedy-poly,198.46078395390114,"['bathrooms', 'condition', 'sqft_basement']",
"(98001,)",10,sgreedy-poly,287.61075806825176,"['bathrooms', 'condition', 'sqft_basement']",
"(98075,)",10,sgreedy-poly,296.84028056815833,"['bathrooms', 'condition', 'sqft_basement']",
"(98126,)",10,sgreedy-poly,347.89514755517143,"['bathrooms', 'condition', 'sqft_basement']",
"(98092,)",10,sgreedy-poly,275.62571204373495,"['bathrooms', 'condition', 'sqft_basement']",
"(98144,)",10,sgreedy-poly,398.1558430463619,"['bathrooms', 'condition', 'sqft_basement']",
"(98106,)",10,sgreedy-poly,355.7142696946925,"['bathrooms', 'condition', 'sqft_basement']",
"(98116,)",10,sgreedy-poly,505.214708461442,"['bathrooms', 'condition', 'sqft_basement']",
"(98029,)",10,sgreedy-poly,163.0589138347286,"['bathrooms', 'condition', 'sqft_basement']",
"(98004,)",10,sgreedy-poly,950.8020293433053,"['bathrooms', 'condition', 'sqft_basement']",
"(98199,)",10,sgreedy-poly,426.85645788741897,"['bathrooms', 'condition', 'sqft_basement']",
"(98065,)",10,sgreedy-poly,322.09461754489297,"['bathrooms', 'condition', 'sqft_basement']",
"(98122,)",10,sgreedy-poly,571.3439573639624,"['bathrooms', 'condition', 'sqft_basement']",
"(98146,)",10,sgreedy-poly,373.92076313703257,"['bathrooms', 'condition', 'sqft_basement']",
"(98008,)",10,sgreedy-poly,380.96560260210936,"['bathrooms', 'condition', 'sqft_basement']",
"(98028,)",10,sgreedy-poly,309.8704488264539,"['bathrooms', 'condition', 'sqft_basement']",
"(98040,)",10,sgreedy-poly,684.5341179941203,"['bathrooms', 'condition', 'sqft_basement']",
"(98003,)",10,sgreedy-poly,284.95260030583586,"['bathrooms', 'condition', 'sqft_basement']",
"(98198,)",10,sgreedy-poly,263.1971626787704,"['bathrooms', 'condition', 'sqft_basement']",
"(98031,)",10,sgreedy-poly,291.8050136697089,"['bathrooms', 'condition', 'sqft_basement']",
"(98072,)",10,sgreedy-poly,193.17167171442864,"['bathrooms', 'condition', 'sqft_basement']",
"(98112,)",10,sgreedy-poly,749.9259654951871,"['bathrooms', 'condition', 'sqft_basement']",
"(98168,)",10,sgreedy-poly,439.3134686756701,"['bathrooms', 'condition', 'sqft_basement']",
"(98055,)",10,sgreedy-poly,288.37078323348845,"['bathrooms', 'condition', 'sqft_basement']",
"(98107,)",10,sgreedy-poly,309.3687901671704,"['bathrooms', 'condition', 'sqft_basement']",
"(98136,)",10,sgreedy-poly,400.1238766173836,"['bathrooms', 'condition', 'sqft_basement']",
"(98178,)",10,sgreedy-poly,262.94674202907964,"['bathrooms', 'condition', 'sqft_basement']",
"(98030,)",10,sgreedy-poly,288.8013616282251,"['bathrooms', 'condition', 'sqft_basement']",
"(98177,)",10,sgreedy-poly,386.2705067965767,"['bathrooms', 'condition', 'sqft_basement']",
"(98166,)",10,sgreedy-poly,312.9959864222615,"['bathrooms', 'condition', 'sqft_basement']",
"(98022,)",10,sgreedy-poly,277.9763275976036,"['bathrooms', 'condition', 'sqft_basement']",
"(98105,)",10,sgreedy-poly,561.2216930410368,"['bathrooms', 'condition', 'sqft_basement']",
"(98045,)",10,sgreedy-poly,223.4107056707782,"['bathrooms', 'condition', 'sqft_basement']",
"(98002,)",10,sgreedy-poly,304.0773525949253,"['bathrooms', 'condition', 'sqft_basement']",
"(98077,)",10,sgreedy-poly,205.1973911677883,"['bathrooms', 'condition', 'sqft_basement']",
"(98011,)",10,sgreedy-poly,342.1459277799309,"['bathrooms', 'condition', 'sqft_basement']",
"(98019,)",10,sgreedy-poly,220.41634388167444,"['bathrooms', 'condition', 'sqft_basement']",
"(98108,)",10,sgreedy-poly,317.9293027016634,"['bathrooms', 'condition', 'sqft_basement']",
"(98119,)",10,sgreedy-poly,486.2558400005573,"['bathrooms', 'condition', 'sqft_basement']",
"(98005,)",10,sgreedy-poly,361.83865202728833,"['bathrooms', 'condition', 'sqft_basement']",
"(98007,)",10,sgreedy-poly,185.88704209662924,"['bathrooms', 'condition', 'sqft_basement']",
"(98188,)",10,sgreedy-poly,269.69489571610796,"['bathrooms', 'condition', 'sqft_basement']",
"(98032,)",10,sgreedy-poly,263.69039845118607,"['bathrooms', 'condition', 'sqft_basement']",
"(98014,)",10,sgreedy-poly,238.86638962190685,"['bathrooms', 'condition', 'sqft_basement']",
"(98070,)",10,sgreedy-poly,310.9971967563503,"['bathrooms', 'condition', 'sqft_basement']",
"(98109,)",10,sgreedy-poly,546.684700965925,"['bathrooms', 'condition', 'sqft_basement']",
"(98102,)",10,sgreedy-poly,668.752159346979,"['bathrooms', 'condition', 'sqft_basement']",
"(98010,)",10,sgreedy-poly,217.6732852248114,"['bathrooms', 'condition', 'sqft_basement']",
"(98024,)",10,sgreedy-poly,416.5377570638504,"['bathrooms', 'condition', 'sqft_basement']",
"(98148,)",10,sgreedy-poly,830.278020795494,"['bathrooms', 'condition', 'sqft_basement']",
"(98039,)",10,sgreedy-poly,1487.1005685349483,"['bathrooms', 'condition', 'sqft_basement']",
training_set,10,sgreedy-poly,332.93771537900915,,train
"(98133,)",10,Pooling_GAM,114.29867592467279,,
"(98059,)",10,Pooling_GAM,99.33885155193681,,
"(98058,)",10,Pooling_GAM,134.58035455868273,,
"(98155,)",10,Pooling_GAM,144.82032189015055,,
"(98074,)",10,Pooling_GAM,149.2958663722274,,
"(98033,)",10,Pooling_GAM,308.40240768849924,,
"(98027,)",10,Pooling_GAM,148.58913044459396,,
"(98125,)",10,Pooling_GAM,119.23036703663982,,
"(98056,)",10,Pooling_GAM,134.2482190702754,,
"(98053,)",10,Pooling_GAM,332.44700195483773,,
"(98001,)",10,Pooling_GAM,162.3364610330764,,
"(98075,)",10,Pooling_GAM,167.62896610638361,,
"(98126,)",10,Pooling_GAM,112.11045308082451,,
"(98092,)",10,Pooling_GAM,177.58456103145585,,
"(98144,)",10,Pooling_GAM,207.07721655877742,,
"(98106,)",10,Pooling_GAM,121.75960419706131,,
"(98116,)",10,Pooling_GAM,112.46851961164793,,
"(98029,)",10,Pooling_GAM,123.12248561949305,,
"(98004,)",10,Pooling_GAM,705.8834950963097,,
"(98199,)",10,Pooling_GAM,233.98886865382855,,
"(98065,)",10,Pooling_GAM,172.81299557386856,,
"(98122,)",10,Pooling_GAM,183.77494693976715,,
"(98146,)",10,Pooling_GAM,163.0089108016967,,
"(98008,)",10,Pooling_GAM,205.12499435807595,,
"(98028,)",10,Pooling_GAM,109.51929381204842,,
"(98040,)",10,Pooling_GAM,434.37832890668875,,
"(98003,)",10,Pooling_GAM,183.43362999599915,,
"(98198,)",10,Pooling_GAM,223.22802643557858,,
"(98031,)",10,Pooling_GAM,147.35550079688193,,
"(98072,)",10,Pooling_GAM,139.51319681537333,,
"(98112,)",10,Pooling_GAM,461.8471890535423,,
"(98168,)",10,Pooling_GAM,160.17552508864733,,
"(98055,)",10,Pooling_GAM,151.11584114791992,,
"(98107,)",10,Pooling_GAM,161.01733497982826,,
"(98136,)",10,Pooling_GAM,125.31277958117678,,
"(98178,)",10,Pooling_GAM,204.39411384677226,,
"(98030,)",10,Pooling_GAM,144.75218945256697,,
"(98177,)",10,Pooling_GAM,225.00011575828296,,
"(98166,)",10,Pooling_GAM,243.40779693790154,,
"(98022,)",10,Pooling_GAM,168.6465782304669,,
"(98105,)",10,Pooling_GAM,281.4548376360764,,
"(98045,)",10,Pooling_GAM,165.94833115328828,,
"(98002,)",10,Pooling_GAM,161.33162569876,,
"(98077,)",10,Pooling_GAM,130.24831089143996,,
"(98011,)",10,Pooling_GAM,104.9310351568938,,
"(98019,)",10,Pooling_GAM,111.20739431205573,,
"(98108,)",10,Pooling_GAM,141.1066066284661,,
"(98119,)",10,Pooling_GAM,312.2519725961794,,
"(98005,)",10,Pooling_GAM,207.9766941093996,,
"(98007,)",10,Pooling_GAM,115.30130203594871,,
"(98188,)",10,Pooling_GAM,172.51863085557105,,
"(98032,)",10,Pooling_GAM,186.55490904778614,,
"(98014,)",10,Pooling_GAM,143.50310698691754,,
"(98070,)",10,Pooling_GAM,304.8868305137513,,
"(98109,)",10,Pooling_GAM,330.75051018288434,,
"(98102,)",10,Pooling_GAM,273.7276299357381,,
"(98010,)",10,Pooling_GAM,135.68720807138502,,
"(98024,)",10,Pooling_GAM,200.40217708146844,,
"(98148,)",10,Pooling_GAM,156.48569083784122,,
"(98039,)",10,Pooling_GAM,1157.075309315208,,
training_set,10,Pooling_GAM,152.45007166039,,train
"(98133,)",10,shat-gam,284.27749699686495,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98059,)",10,shat-gam,404.1394600567151,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98058,)",10,shat-gam,332.9595651515604,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98155,)",10,shat-gam,419.95034936494176,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98074,)",10,shat-gam,387.18539390553036,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98033,)",10,shat-gam,618.649004061434,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98027,)",10,shat-gam,450.3008307469118,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98125,)",10,shat-gam,359.61585965185606,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98056,)",10,shat-gam,393.45595643326527,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98053,)",10,shat-gam,499.87274372371667,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98001,)",10,shat-gam,332.17988364906813,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98075,)",10,shat-gam,417.7108658062828,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98126,)",10,shat-gam,350.98122066629384,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98092,)",10,shat-gam,360.77565863906636,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98144,)",10,shat-gam,582.7298957525705,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98106,)",10,shat-gam,368.0263138088755,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98116,)",10,shat-gam,424.5301476441834,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98029,)",10,shat-gam,314.34700886283326,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98004,)",10,shat-gam,1113.0049989834376,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98199,)",10,shat-gam,604.7285610542119,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98065,)",10,shat-gam,378.8078207705148,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98122,)",10,shat-gam,430.33125824595527,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98146,)",10,shat-gam,348.1561963338359,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98008,)",10,shat-gam,529.2783618592199,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98028,)",10,shat-gam,292.26617313420627,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98040,)",10,shat-gam,874.3665310324784,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98003,)",10,shat-gam,307.7840700975588,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98198,)",10,shat-gam,309.23606355254947,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98031,)",10,shat-gam,336.86860383402865,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98072,)",10,shat-gam,347.51810117214427,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98112,)",10,shat-gam,825.9550887123315,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98168,)",10,shat-gam,260.50836662161754,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98055,)",10,shat-gam,342.44623556559986,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98107,)",10,shat-gam,398.05018773606724,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98136,)",10,shat-gam,416.0503085022568,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98178,)",10,shat-gam,323.5093434024987,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98030,)",10,shat-gam,351.8973729833117,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98177,)",10,shat-gam,593.4544508755524,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98166,)",10,shat-gam,466.36849411677235,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98022,)",10,shat-gam,283.22764723964536,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98105,)",10,shat-gam,714.3363428791222,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98045,)",10,shat-gam,376.3292431034397,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98002,)",10,shat-gam,356.9939320784808,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98077,)",10,shat-gam,416.3269785246643,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98011,)",10,shat-gam,294.9302763968834,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98019,)",10,shat-gam,352.6056601400103,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98108,)",10,shat-gam,325.0465951518892,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98119,)",10,shat-gam,619.169630302844,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98005,)",10,shat-gam,458.14960467918877,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98007,)",10,shat-gam,370.9851107403058,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98188,)",10,shat-gam,336.49723379544946,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98032,)",10,shat-gam,267.69492845687773,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98014,)",10,shat-gam,413.057739305217,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98070,)",10,shat-gam,354.77177470639816,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98109,)",10,shat-gam,655.272654956871,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98102,)",10,shat-gam,988.716776306067,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98010,)",10,shat-gam,349.72890568733806,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98024,)",10,shat-gam,552.4023950368476,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98148,)",10,shat-gam,292.1774155079048,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
"(98039,)",10,shat-gam,1849.765030836188,"['bedrooms', 'bathrooms', 'floors', 'view', 'sqft_basement', 'waterfront']",
training_set,10,shat-gam,433.3384146212133,,train
"(98133,)",10,sgreedy-gam,232.71788960814482,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98059,)",10,sgreedy-gam,326.394082627432,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98058,)",10,sgreedy-gam,280.37903685200615,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98155,)",10,sgreedy-gam,371.26369841985354,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98074,)",10,sgreedy-gam,352.31297378634275,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98033,)",10,sgreedy-gam,584.8602195914422,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98027,)",10,sgreedy-gam,413.0577206967522,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98125,)",10,sgreedy-gam,300.53555302815687,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98056,)",10,sgreedy-gam,322.62678992992403,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98053,)",10,sgreedy-gam,463.6355955210064,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98001,)",10,sgreedy-gam,252.0052038322373,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98075,)",10,sgreedy-gam,408.15575482943314,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98126,)",10,sgreedy-gam,258.63701744211335,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98092,)",10,sgreedy-gam,267.19253008407577,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98144,)",10,sgreedy-gam,550.1136518414944,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98106,)",10,sgreedy-gam,327.24847776729393,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98116,)",10,sgreedy-gam,354.9315885164576,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98029,)",10,sgreedy-gam,302.09959607763693,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98004,)",10,sgreedy-gam,1065.458210273051,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98199,)",10,sgreedy-gam,523.7254435453581,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98065,)",10,sgreedy-gam,303.5075360842843,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98122,)",10,sgreedy-gam,396.0831306613613,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98146,)",10,sgreedy-gam,288.4930258383203,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98008,)",10,sgreedy-gam,486.97313457377874,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98028,)",10,sgreedy-gam,245.37380667699327,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98040,)",10,sgreedy-gam,837.7281360224074,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98003,)",10,sgreedy-gam,287.551947140849,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98198,)",10,sgreedy-gam,267.1928343603366,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98031,)",10,sgreedy-gam,273.99351931770985,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98072,)",10,sgreedy-gam,290.6237918668128,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98112,)",10,sgreedy-gam,806.5295473139303,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98168,)",10,sgreedy-gam,244.9248853844345,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98055,)",10,sgreedy-gam,273.8454722178788,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98107,)",10,sgreedy-gam,349.9581350949916,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98136,)",10,sgreedy-gam,340.6263939528795,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98178,)",10,sgreedy-gam,299.11768360040213,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98030,)",10,sgreedy-gam,258.00304745206716,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98177,)",10,sgreedy-gam,534.4180101599478,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98166,)",10,sgreedy-gam,422.551365790203,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98022,)",10,sgreedy-gam,210.7368956642077,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98105,)",10,sgreedy-gam,664.3313245350735,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98045,)",10,sgreedy-gam,304.14402462113145,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98002,)",10,sgreedy-gam,279.9524700723617,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98077,)",10,sgreedy-gam,382.35090834835216,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
"(98011,)",10,sgreedy-gam,239.9378884720377,"['bedrooms', 'bathrooms', 'view', 'grade', 'sqft_basement']",
